Date,20SMA,5SMA,Close
2013-11-29,23.48,23.96,23.040000915527344
2013-12-02,23.51,23.71,22.389999389648438
2013-12-03,23.5,23.34,21.8700008392334
2013-12-04,23.45,22.95,22.350000381469727
2013-12-05,23.45,22.63,22.549999237060547
2013-12-06,23.48,22.44,24.600000381469727
2013-12-09,23.55,22.75,24.8799991607666
2013-12-10,23.63,23.25,25.989999771118164
2013-12-11,23.75,24.07,25.450000762939453
2013-12-12,23.86,24.69,26.229999542236328
2013-12-13,23.98,25.43,26.610000610351562
2013-12-16,24.12,25.83,26.100000381469727
2013-12-17,24.21,26.08,26.229999542236328
2013-12-18,24.31,26.12,26.1200008392334
2013-12-19,24.41,26.26,26.329999923706055
2013-12-20,24.53,26.28,26.18000030517578
2013-12-23,24.62,26.19,26.25
2013-12-24,24.72,26.22,26.1299991607666
2013-12-26,24.84,26.2,24.940000534057617
2013-12-27,24.89,25.97,24.780000686645508
2013-12-30,24.95,25.66,25.25
2013-12-31,25.06,25.47,25.360000610351562
2014-01-02,25.21,25.29,26.540000915527344
2014-01-03,25.44,25.37,27.030000686645508
2014-01-06,25.68,25.79,26.90999984741211
2014-01-07,25.9,26.22,27.6299991607666
2014-01-08,26.05,26.69,29.420000076293945
2014-01-09,26.27,27.51,29.350000381469727
2014-01-10,26.44,28.07,28.649999618530273
2014-01-13,26.6,28.39,28.8700008392334
2014-01-14,26.73,28.78,28.84000015258789
2014-01-15,26.85,29.03,29.34000015258789
2014-01-16,27.01,29.01,30.020000457763672
2014-01-17,27.2,29.14,30.65999984741211
2014-01-21,27.42,29.55,31.200000762939453
2014-01-22,27.67,30.01,31.350000381469727
2014-01-23,27.93,30.51,30.399999618530273
2014-01-24,28.13,30.73,30.18000030517578
2014-01-27,28.34,30.76,31.959999084472656
2014-01-28,28.69,31.02,32.97999954223633
2014-01-29,29.1,31.37,33.79999923706055
2014-01-30,29.52,31.86,33.54999923706055
2014-01-31,29.93,32.49,33.959999084472656
2014-02-03,30.3,33.25,34.04999923706055
2014-02-04,30.66,33.67,33.79999923706055
2014-02-05,31.0,33.83,34.65999984741211
2014-02-06,31.35,34.0,35.66999816894531
2014-02-07,31.66,34.43,35.58000183105469
2014-02-10,31.98,34.75,35.130001068115234
2014-02-11,32.3,34.97,34.689998626708984
2014-02-12,32.59,35.15,35.029998779296875
2014-02-13,32.9,35.22,34.40999984741211
2014-02-14,33.15,34.97,34.310001373291016
2014-02-18,33.37,34.71,34.59000015258789
2014-02-19,33.56,34.61,35.65999984741211
2014-02-20,33.79,34.8,36.16999816894531
2014-02-21,34.03,35.03,36.650001525878906
2014-02-24,34.34,35.48,37.0
2014-02-25,34.68,36.01,36.75
2014-02-26,34.92,36.45,36.560001373291016
2014-02-27,35.1,36.63,36.93000030517578
2014-02-28,35.26,36.78,36.099998474121094
2014-03-03,35.38,36.67,37.34000015258789
2014-03-04,35.55,36.74,37.86000061035156
2014-03-05,35.74,36.96,38.810001373291016
2014-03-06,36.0,37.41,39.02000045776367
2014-03-07,36.21,37.83,38.959999084472656
2014-03-10,36.38,38.4,38.08000183105469
2014-03-11,36.5,38.55,37.560001373291016
2014-03-12,36.62,38.49,36.7400016784668
2014-03-13,36.73,38.07,36.34000015258789
2014-03-14,36.79,37.54,37.70000076293945
2014-03-17,36.96,37.28,37.349998474121094
2014-03-18,37.11,37.14,37.08000183105469
2014-03-19,37.23,37.04,36.560001373291016
2014-03-20,37.28,37.01,36.11000061035156
2014-03-21,37.28,36.96,36.79999923706055
2014-03-24,37.28,36.78,37.900001525878906
2014-03-25,37.33,36.89,36.70000076293945
2014-03-26,37.33,36.81,35.77000045776367
2014-03-27,37.29,36.66,35.38999938964844
2014-03-28,37.21,36.51,36.599998474121094
2014-03-31,37.23,36.47,37.939998626708984
2014-04-01,37.26,36.48,37.709999084472656
2014-04-02,37.26,36.68,37.34000015258789
2014-04-03,37.18,37.0,36.560001373291016
2014-04-04,37.06,37.23,35.779998779296875
2014-04-07,36.9,37.07,35.97999954223633
2014-04-08,36.8,36.67,36.900001525878906
2014-04-09,36.76,36.51,35.290000915527344
2014-04-10,36.69,36.1,33.68000030517578
2014-04-11,36.56,35.53,33.369998931884766
2014-04-14,36.34,35.04,33.720001220703125
2014-04-15,36.16,34.59,35.5099983215332
2014-04-16,36.08,34.31,35.400001525878906
2014-04-17,36.02,34.34,35.66999816894531
2014-04-21,36.0,34.73,36.15999984741211
2014-04-22,35.97,35.29,37.09000015258789
2014-04-23,35.93,35.97,37.2599983215332
2014-04-24,35.96,36.32,36.0
2014-04-25,35.97,36.44,35.15999984741211
2014-04-28,35.96,36.33,35.5099983215332
2014-04-29,35.9,36.2,35.06999969482422
2014-04-30,35.76,35.8,36.38999938964844
2014-05-01,35.69,35.63,36.4900016784668
2014-05-02,35.65,35.72,36.599998474121094
2014-05-05,35.65,36.01,36.66999816894531
2014-05-06,35.7,36.24,37.220001220703125
2014-05-07,35.76,36.67,38.25
2014-05-08,35.83,37.05,38.2599983215332
2014-05-09,35.97,37.4,39.38999938964844
2014-05-12,36.26,37.96,39.310001373291016
2014-05-13,36.56,38.49,38.84000015258789
2014-05-14,36.81,38.81,38.189998626708984
2014-05-15,36.95,38.8,38.529998779296875
2014-05-16,37.1,38.85,38.56999969482422
2014-05-19,37.25,38.69,38.2400016784668
2014-05-20,37.35,38.47,38.31999969482422
2014-05-21,37.41,38.37,38.720001220703125
2014-05-22,37.49,38.48,39.11000061035156
2014-05-23,37.64,38.59,39.349998474121094
2014-05-27,37.85,38.75,39.79999923706055
2014-05-28,38.07,39.06,39.81999969482422
2014-05-29,38.3,39.36,40.15999984741211
2014-05-30,38.49,39.65,41.220001220703125
2014-06-02,38.73,40.07,41.439998626708984
2014-06-03,38.97,40.49,42.81999969482422
2014-06-04,39.28,41.09,42.40999984741211
2014-06-05,39.54,41.61,43.880001068115234
2014-06-06,39.82,42.35,43.59000015258789
2014-06-09,40.09,42.83,43.65999984741211
2014-06-10,40.3,43.27,42.290000915527344
2014-06-11,40.45,43.17,40.20000076293945
2014-06-12,40.52,42.72,40.380001068115234
2014-06-13,40.63,42.02,41.060001373291016
2014-06-16,40.75,41.52,41.869998931884766
2014-06-17,40.92,41.16,42.65999984741211
2014-06-18,41.14,41.23,43.060001373291016
2014-06-19,41.38,41.81,44.54999923706055
2014-06-20,41.67,42.64,44.36000061035156
2014-06-23,41.93,43.3,43.18000030517578
2014-06-24,42.12,43.56,43.90999984741211
2014-06-25,42.33,43.81,44.54999923706055
2014-06-26,42.56,44.11,44.0
2014-06-27,42.75,44.0,42.959999084472656
2014-06-30,42.84,43.72,43.86000061035156
2014-07-01,42.96,43.86,41.95000076293945
2014-07-02,42.92,43.46,41.619998931884766
2014-07-03,42.88,42.88,40.099998474121094
2014-07-07,42.69,42.1,40.2599983215332
2014-07-08,42.52,41.56,41.9900016784668
2014-07-09,42.44,41.18,42.81999969482422
2014-07-10,42.47,41.36,42.880001068115234
2014-07-11,42.6,41.61,42.97999954223633
2014-07-14,42.73,42.19,43.70000076293945
2014-07-15,42.86,42.87,43.47999954223633
2014-07-16,42.94,43.17,41.70000076293945
2014-07-17,42.9,42.95,42.91999816894531
2014-07-18,42.89,42.96,42.47999954223633
2014-07-21,42.78,42.86,42.380001068115234
2014-07-22,42.69,42.59,43.33000183105469
2014-07-23,42.69,42.56,42.15999984741211
2014-07-24,42.61,42.65,41.68000030517578
2014-07-25,42.46,42.41,40.290000915527344
2014-07-28,42.28,41.97,39.529998779296875
2014-07-29,42.11,41.4,39.54999923706055
2014-07-30,41.89,40.64,38.849998474121094
2014-07-31,41.73,39.98,39.43000030517578
2014-08-01,41.63,39.53,38.13999938964844
2014-08-04,41.53,39.1,37.18000030517578
2014-08-05,41.37,38.63,37.459999084472656
2014-08-06,41.15,38.21,36.86000061035156
2014-08-07,40.85,37.81,37.18000030517578
2014-08-08,40.56,37.36,37.970001220703125
2014-08-11,40.31,37.33,37.52000045776367
2014-08-12,40.0,37.4,38.119998931884766
2014-08-13,39.74,37.53,39.56999969482422
2014-08-14,39.63,38.07,39.189998626708984
2014-08-15,39.44,38.47,40.65999984741211
2014-08-18,39.35,39.01,40.43000030517578
2014-08-19,39.25,39.59,40.599998474121094
2014-08-20,39.12,40.09,39.5099983215332
2014-08-21,38.99,40.08,39.849998474121094
2014-08-22,38.89,40.21,39.41999816894531
2014-08-25,38.85,39.96,39.09000015258789
2014-08-26,38.83,39.69,38.9900016784668
2014-08-27,38.8,39.37,39.16999816894531
2014-08-28,38.82,39.3,38.880001068115234
2014-08-29,38.79,39.11,40.5
2014-09-02,38.91,39.33,39.13999938964844
2014-09-03,39.01,39.34,38.470001220703125
2014-09-04,39.06,39.23,37.849998474121094
2014-09-05,39.11,38.97,38.22999954223633
2014-09-08,39.16,38.84,37.959999084472656
2014-09-09,39.16,38.33,38.58000183105469
2014-09-10,39.21,38.22,38.09000015258789
2014-09-11,39.21,38.14,37.650001525878906
2014-09-12,39.11,38.1,37.06999969482422
2014-09-15,39.01,37.87,37.97999954223633
2014-09-16,38.87,37.87,37.459999084472656
2014-09-17,38.72,37.65,38.04999923706055
2014-09-18,38.6,37.64,36.630001068115234
2014-09-19,38.45,37.44,35.58000183105469
